14:36:16 INFO  manager.ApplicationManager - Tests start on Chrome
14:36:20 INFO  TestBase - Method registrationNegativeNameIsEmpty is started
14:36:20 INFO  manager.WebDriverListener - Start searching element ---> By.xpath: //a[.=' Logout ']
14:36:25 INFO  manager.WebDriverListener - Element with locator ---> By.xpath: //a[.=' Logout '] is found
14:36:25 INFO  manager.TestNgListener - Test starts registrationNegativeNameIsEmpty invoked
14:36:25 INFO  manager.WebDriverListener - Start searching element ---> By.xpath: //*[.=' Sign up ']
14:36:25 INFO  manager.WebDriverListener - Element with locator ---> By.xpath: //*[.=' Sign up '] is found
14:36:27 INFO  manager.WebDriverListener - Start searching element ---> By.xpath: //input[@id='name']
14:36:28 INFO  manager.WebDriverListener - Element with locator ---> By.xpath: //input[@id='name'] is found
14:36:29 INFO  manager.WebDriverListener - Start searching element ---> By.xpath: //input[@id='name']
14:36:29 INFO  manager.WebDriverListener - Element with locator ---> By.xpath: //input[@id='name'] is found
14:36:29 INFO  manager.WebDriverListener - Start searching element ---> By.xpath: //input[@id='lastName']
14:36:29 INFO  manager.WebDriverListener - Element with locator ---> By.xpath: //input[@id='lastName'] is found
14:36:29 INFO  manager.WebDriverListener - Start searching element ---> By.xpath: //input[@id='email']
14:36:30 INFO  manager.WebDriverListener - Element with locator ---> By.xpath: //input[@id='email'] is found
14:36:30 INFO  manager.WebDriverListener - Start searching element ---> By.xpath: //input[@id='password']
14:36:30 INFO  manager.WebDriverListener - Element with locator ---> By.xpath: //input[@id='password'] is found
14:36:32 INFO  manager.WebDriverListener - Start searching element ---> By.xpath: //*[text()=' Name is required ']
14:36:32 INFO  manager.WebDriverListener - Element with locator ---> By.xpath: //*[text()=' Name is required '] is found
14:36:32 INFO  manager.TestNgListener - Test registrationNegativeNameIsEmpty successful
14:36:32 INFO  TestBase - ================================
