19:05:09 INFO  manager.ApplicationManager - Tests start on Chrome
19:05:49 INFO  manager.WebDriverListener - Start searching element ---> By.xpath: //input[@id='lastName']
19:05:49 INFO  manager.WebDriverListener - Element with locator ---> By.xpath: //input[@id='lastName'] is found
19:05:49 INFO  manager.WebDriverListener - Start searching element ---> By.xpath: //input[@id='email']
19:05:49 INFO  manager.WebDriverListener - Element with locator ---> By.xpath: //input[@id='email'] is found
19:05:49 INFO  manager.WebDriverListener - Start searching element ---> By.xpath: //input[@id='password']
19:05:49 INFO  manager.WebDriverListener - Element with locator ---> By.xpath: //input[@id='password'] is found
19:05:49 INFO  manager.WebDriverListener - Start searching element ---> By.xpath: //*[text()='Wrong email format']
19:05:49 INFO  manager.WebDriverListener - Element with locator ---> By.xpath: //*[text()='Wrong email format'] is found
19:05:49 INFO  manager.TestNgListener - Test registrationNegativeWrongEmail successful
19:05:49 INFO  TestBase - ================================
19:05:49 INFO  TestBase - Method registrationNegativeWrongPassword is started
19:05:49 INFO  manager.WebDriverListener - Start searching element ---> By.xpath: //a[.=' Logout ']
19:05:54 INFO  manager.WebDriverListener - Element with locator ---> By.xpath: //a[.=' Logout '] is found
19:05:54 INFO  manager.TestNgListener - Test starts registrationNegativeWrongPassword invoked
19:05:54 INFO  manager.WebDriverListener - Start searching element ---> By.xpath: //*[.=' Sign up ']
19:05:54 INFO  manager.WebDriverListener - Element with locator ---> By.xpath: //*[.=' Sign up '] is found
19:05:55 INFO  manager.WebDriverListener - Start searching element ---> By.xpath: //input[@id='name']
19:05:55 INFO  manager.WebDriverListener - Element with locator ---> By.xpath: //input[@id='name'] is found
19:05:55 INFO  manager.WebDriverListener - Start searching element ---> By.xpath: //input[@id='lastName']
19:05:55 INFO  manager.WebDriverListener - Element with locator ---> By.xpath: //input[@id='lastName'] is found
19:05:55 INFO  manager.WebDriverListener - Start searching element ---> By.xpath: //input[@id='email']
19:05:55 INFO  manager.WebDriverListener - Element with locator ---> By.xpath: //input[@id='email'] is found
19:05:55 INFO  manager.WebDriverListener - Start searching element ---> By.xpath: //input[@id='password']
19:05:55 INFO  manager.WebDriverListener - Element with locator ---> By.xpath: //input[@id='password'] is found
19:05:56 INFO  manager.WebDriverListener - Start searching element ---> By.xpath: //div[contains (text(), 'Password must contain 1')]
19:05:56 INFO  manager.WebDriverListener - Element with locator ---> By.xpath: //div[contains (text(), 'Password must contain 1')] is found
19:05:56 INFO  manager.TestNgListener - Test registrationNegativeWrongPassword successful
19:05:56 INFO  TestBase - ================================
